Seq	nItem	prod.indTot	prod.qCom	prod.uCom	prod.vProd	prod.vUnCom	prod.xProd
1219	1	1	0.916	KG	62.83	68.6	BUFFET
1219	2	1	2	UN	9	4.5	REFRIGERANTE
1220	1	1	0.794	KG	54.46	68.6	BUFFET
1220	2	1	1	UN	4.5	4.5	REFRIGERANTE
1221	1	1	0.312	KG	21.4	68.6	BUFFET
1222	1	1	0.312	KG	21.4	68.6	BUFFET
1223	1	1	0.278	KG	19.07	68.6	BUFFET
1224	1	1	0.798	KG	54.74	68.6	BUFFET
1224	2	1	1	UN	4.5	4.5	REFRIGERANTE
1225	1	1	0.338	KG	23.18	68.6	BUFFET
1225	2	1	1	UN	4.5	4.5	REFRIGERANTE
1226	1	1	2	UN	7	3.5	AGUA
1226	2	1	1.51	KG	103.58	68.6	BUFFET
1227	1	1	1.14	KG	78.2	68.6	BUFFET
1227	2	1	2	UN	9	4.5	REFRIGERANTE
1228	1	1	1	UN	6	6	CERVEJA LATA
1228	2	1	1	UN	9.8	9.8	CERVEJA LATA
1228	3	1	1.12	KG	76.83	68.6	BUFFET
1229	1	1	4	UN	26	6.5	SUSHI ESPECIAL
1229	2	1	1.658	KG	113.73	68.6	BUFFET
1230	1	1	0.826	KG	56.66	68.6	BUFFET
1230	2	1	2	UN	9	4.5	REFRIGERANTE
1231	1	1	2	UN	13	6.5	SUSHI ESPECIAL
1231	2	1	0.736	KG	50.48	68.6	BUFFET
1232	1	1	0.24	KG	16.46	68.6	BUFFET
1232	2	1	1	UN	4.5	4.5	REFRIGERANTE
1233	1	1	0.634	KG	43.49	68.6	BUFFET
1234	1	1	1.192	KG	81.77	68.6	BUFFET
1234	2	1	1	UN	4.5	4.5	REFRIGERANTE
1234	3	1	1	UN	4.5	4.5	REFRIGERANTE
1235	1	1	0.33	KG	22.63	68.6	BUFFET
1236	1	1	0.286	KG	19.61	68.6	BUFFET
1237	1	1	3	UN	19.5	6.5	SUSHI ESPECIAL
1237	2	1	1.242	KG	85.2	68.6	BUFFET
1237	3	1	1	UN	4.5	4.5	REFRIGERANTE
1238	1	1	0.306	KG	20.99	68.6	BUFFET
1239	1	1	1	UN	5	5	CERVEJA
1239	2	1	0.418	KG	28.67	68.6	BUFFET
1240	1	1	1.436	KG	98.5	68.6	BUFFET
1240	2	1	3	UN	13.5	4.5	REFRIGERANTE
1241	1	1	1	UN	3.5	3.5	AGUA
1241	2	1	0.668	KG	45.82	68.6	BUFFET
1242	1	1	1	UN	4.5	4.5	SUCO
1242	2	1	1	UN	3.5	3.5	AGUA
1242	3	1	0.898	KG	61.6	68.6	BUFFET
1243	1	1	1	UN	4.5	4.5	SUCO
1243	2	1	0.306	KG	20.99	68.6	BUFFET
1244	1	1	1.236	KG	84.78	68.6	BUFFET
1244	2	1	3	UN	19.5	6.5	CERVEJA LATA
1244	3	1	1	UN	4.5	4.5	SUCO
1245	1	1	3	UN	19.5	6.5	SUSHI ESPECIAL
1245	2	1	0.652	KG	44.72	68.6	BUFFET
1246	1	1	1.114	KG	76.42	68.6	BUFFET
1246	2	1	1	UN	4.5	4.5	REFRIGERANTE
1247	1	1	1	UN	3.5	3.5	AGUA
1247	2	1	0.91	KG	62.42	68.6	BUFFET
1248	1	1	1	UN	4.5	4.5	SUCO
1248	2	1	2	UN	13	6.5	SUSHI ESPECIAL
1248	3	1	1.03	KG	70.65	68.6	BUFFET
1248	4	1	1	UN	4.5	4.5	REFRIGERANTE
1249	1	1	1	UN	3.5	3.5	AGUA
1249	2	1	1	UN	22.8	22.8	CERVEJA
1249	3	1	0.64	KG	43.9	68.6	BUFFET
1250	1	1	1.03	KG	70.65	68.6	BUFFET
1250	2	1	1	UN	4.5	4.5	REFRIGERANTE
1251	1	1	1	UN	3.5	3.5	AGUA
1251	2	1	1	UN	3.5	3.5	AGUA
1251	3	1	1	UN	3.5	3.5	CAFE EXPRESSO
1251	4	1	1.64	KG	112.5	68.6	BUFFET
1251	5	1	1	UN	4.5	4.5	REFRIGERANTE
1252	1	1	1	UN	14.4	14.4	TEMAKI
1252	2	1	1	UN	4.5	4.5	SUCO
1252	3	1	0.444	KG	30.45	68.6	BUFFET
1252	4	1	1	UN	4.5	4.5	REFRIGERANTE
1253	1	1	1	UN	43.2	43.2	YAKISSOBA
1253	2	1	1	UN	4.5	4.5	SUCO
1253	3	1	2	UN	12	6	CERVEJA
1253	4	1	0.414	KG	28.4	68.6	BUFFET
1253	5	1	2	UN	13	6.5	CERVEJA LATA
1254	1	1	0.486	KG	33.33	68.6	BUFFET
1254	2	1	1	UN	4.5	4.5	SUCO
1255	1	1	1	UN	4.5	4.5	LIMONADA
1255	2	1	0.462	KG	31.69	68.6	BUFFET
1256	1	1	0.392	KG	26.89	68.6	BUFFET
1256	2	1	1	UN	4.5	4.5	REFRIGERANTE
1257	1	1	1	UN	4.5	4.5	SUCO
1257	2	1	0.486	KG	33.33	68.6	BUFFET
1257	3	1	1	UN	4.5	4.5	SUCO
1258	1	1	0.704	KG	48.29	68.6	BUFFET
1258	2	1	1	UN	4.5	4.5	REFRIGERANTE
1258	3	1	1	UN	4.5	4.5	SUCO
1259	1	1	0.338	KG	23.18	68.6	BUFFET
1259	2	1	1	UN	4.5	4.5	REFRIGERANTE
1260	1	1	1	UN	25.6	25.6	SUSHI ESPECIAL
1260	2	1	1	UN	3.5	3.5	AGUA
1260	3	1	0.554	KG	38	68.6	BUFFET
1260	4	1	1	UN	4.5	4.5	REFRIGERANTE
1261	1	1	1	UN	15	15	SAKE
1261	2	1	1.2	KG	82.32	68.6	BUFFET
1261	3	1	1	UN	4.5	4.5	REFRIGERANTE
1262	1	1	0.474	KG	32.51	68.6	BUFFET
1262	2	1	1	UN	4.5	4.5	CERVEJA
1263	1	1	0.216	KG	14.81	68.6	BUFFET
1264	1	1	3	UN	13.5	4.5	SUCO
1264	2	1	0.312	KG	21.4	68.6	BUFFET
1264	3	1	1	UN	3.2	3.2	DOCINHOS
1265	1	1	3	UN	13.5	4.5	SUCO
1265	2	1	0.316	KG	21.67	68.6	BUFFET
1266	1	1	3	UN	10.5	3.5	AGUA
1266	2	1	0.472	KG	32.37	68.6	BUFFET
1267	1	1	3	UN	10.5	3.5	AGUA
1267	2	1	0.404	KG	27.71	68.6	BUFFET
1268	1	1	1	UN	1	1	CHA
1268	2	1	0.45	KG	30.87	68.6	BUFFET
1269	1	1	3	UN	10.5	3.5	AGUA
1269	2	1	0.372	KG	25.51	68.6	BUFFET
1270	1	1	0.7	KG	48.02	68.6	BUFFET
1270	2	1	3	UN	13.5	4.5	REFRIGERANTE
1271	1	1	6	UN	21	3.5	AGUA
1271	2	1	2.32	KG	159.29	68.6	BUFFET
1271	3	1	1	UN	4.5	4.5	CERVEJA
1272	1	1	0.392	KG	26.89	68.6	BUFFET
1272	2	1	3	UN	13.5	4.5	REFRIGERANTE
1273	1	1	0.464	KG	31.83	68.6	BUFFET
1274	1	1	3	UN	10.5	3.5	AGUA
1274	2	1	0.506	KG	34.71	68.6	BUFFET
1275	1	1	0.376	KG	25.79	68.6	BUFFET
1275	2	1	1	UN	6.5	6.5	CERVEJA LATA
1276	1	1	3	UN	10.5	3.5	AGUA
1276	2	1	0.424	KG	29.08	68.6	BUFFET
1277	1	1	0.422	KG	28.94	68.6	BUFFET
1277	2	1	3	UN	13.5	4.5	REFRIGERANTE
1278	1	1	1	UN	14.4	14.4	TEMAKI
1278	2	1	0.274	KG	18.79	68.6	BUFFET
1278	3	1	3	UN	13.5	4.5	REFRIGERANTE
1279	1	1	0.274	KG	18.79	68.6	BUFFET
1279	2	1	3	UN	13.5	4.5	REFRIGERANTE
1280	1	1	0.26	KG	17.83	68.6	BUFFET
1280	2	1	3	UN	13.5	4.5	REFRIGERANTE
1281	1	1	3	UN	13.5	4.5	SUCO
1281	2	1	1.59	KG	109.07	68.6	BUFFET
1281	3	1	6	UN	27	4.5	REFRIGERANTE
1281	4	1	6	UN	27	4.5	REFRIGERANTE
1282	1	1	0.428	KG	29.36	68.6	BUFFET
1282	2	1	3	UN	13.5	4.5	REFRIGERANTE
1283	1	1	0.316	KG	21.67	68.6	BUFFET
1283	2	1	1	UN	3.2	3.2	DOCINHOS
1284	1	1	3	UN	10.5	3.5	AGUA
1284	2	1	0.446	KG	30.59	68.6	BUFFET
1285	1	1	2	UN	12	6	CERVEJA
1285	2	1	0.324	KG	22.22	68.6	BUFFET
1286	1	1	0.414	KG	28.4	68.6	BUFFET
1286	2	1	3	UN	13.5	4.5	REFRIGERANTE
1287	1	1	0.596	KG	40.88	68.6	BUFFET
1288	1	1	0.324	KG	22.22	68.6	BUFFET
1288	2	1	3	UN	13.5	4.5	REFRIGERANTE
1289	1	1	0.434	KG	29.77	68.6	BUFFET
1289	2	1	3	UN	13.5	4.5	REFRIGERANTE
1290	1	1	3	UN	10.5	3.5	AGUA
1290	2	1	0.492	KG	33.75	68.6	BUFFET
1291	1	1	0.368	KG	25.24	68.6	BUFFET
1291	2	1	3	UN	13.5	4.5	REFRIGERANTE
1292	1	1	6	UN	21	3.5	AGUA
1292	2	1	1.194	KG	81.9	68.6	BUFFET
1293	1	1	0.502	KG	34.43	68.6	BUFFET
1293	2	1	3	UN	13.5	4.5	REFRIGERANTE
1294	1	1	0.456	KG	31.28	68.6	BUFFET
1294	2	1	3	UN	13.5	4.5	REFRIGERANTE
1295	1	1	3	UN	10.5	3.5	AGUA
1295	2	1	0.832	KG	57.07	68.6	BUFFET
1295	3	1	3	UN	13.5	4.5	REFRIGERANTE
1296	1	1	1	UN	3.5	3.5	CAFE EXPRESSO
1296	2	1	0.588	KG	40.33	68.6	BUFFET
1296	3	1	3	UN	13.5	4.5	REFRIGERANTE
1296	4	1	3	UN	13.5	4.5	REFRIGERANTE
1296	5	1	1	UN	3.2	3.2	DOCINHOS
1297	1	1	1	UN	4.5	4.5	LIMONADA
1297	2	1	0.258	KG	17.69	68.6	BUFFET
1298	1	1	0.408	KG	27.98	68.6	BUFFET
1298	2	1	3	UN	13.5	4.5	REFRIGERANTE
1299	1	1	1	UN	3.5	3.5	CAFE EXPRESSO
1299	2	1	0.474	KG	32.51	68.6	BUFFET
1300	1	1	1	UN	3.5	3.5	CAFE EXPRESSO
1300	2	1	0.404	KG	27.71	68.6	BUFFET
1300	3	1	1	UN	4.5	4.5	CERVEJA
1301	1	1	3	UN	10.5	3.5	AGUA
1301	2	1	1	UN	3.5	3.5	CAFE EXPRESSO
1301	3	1	0.396	KG	27.16	68.6	BUFFET
1302	1	1	0.396	KG	27.16	68.6	BUFFET
1303	1	1	3	UN	13.5	4.5	SUCO
1303	2	1	0.382	KG	26.2	68.6	BUFFET
1304	1	1	0.302	KG	20.71	68.6	BUFFET
1305	1	1	3	UN	10.5	3.5	AGUA
1305	2	1	0.498	KG	34.16	68.6	BUFFET
1306	1	1	0.316	KG	21.67	68.6	BUFFET
1306	2	1	3	UN	13.5	4.5	REFRIGERANTE
1307	1	1	1.076	KG	73.81	68.6	BUFFET
1308	1	1	3	UN	10.5	3.5	AGUA
1308	2	1	0.34	KG	23.32	68.6	BUFFET
1309	1	1	0.35	KG	24.01	68.6	BUFFET
1310	1	1	0.366	KG	25.1	68.6	BUFFET
1310	2	1	3	UN	13.5	4.5	REFRIGERANTE
1311	1	1	0.306	KG	20.99	68.6	BUFFET
1311	2	1	3	UN	13.5	4.5	REFRIGERANTE
1312	1	1	1	UN	3.5	3.5	CAFE EXPRESSO
1312	2	1	0.482	KG	33.06	68.6	BUFFET
1312	3	1	3	UN	13.5	4.5	REFRIGERANTE
1313	1	1	1	UN	9.8	9.8	CERVEJA LATA
1313	2	1	0.47	KG	32.24	68.6	BUFFET
1314	1	1	2	UN	12	6	CERVEJA
1314	2	1	0.792	KG	54.33	68.6	BUFFET
1314	3	1	3	UN	13.5	4.5	REFRIGERANTE
1315	1	1	3	UN	10.5	3.5	AGUA
1315	2	1	0.49	KG	33.61	68.6	BUFFET
1316	1	1	0.47	KG	32.24	68.6	BUFFET
1316	2	1	3	UN	13.5	4.5	REFRIGERANTE
1317	1	1	0.388	KG	26.61	68.6	BUFFET
1318	1	1	0.652	KG	44.72	68.6	BUFFET
1318	2	1	6	UN	27	4.5	REFRIGERANTE
1319	1	1	1	UN	3.5	3.5	CAFE EXPRESSO
1319	2	1	0.416	KG	28.53	68.6	BUFFET
1319	3	1	3	UN	13.5	4.5	REFRIGERANTE
1320	1	1	1	UN	3.5	3.5	CAFE EXPRESSO
1320	2	1	1	UN	6.5	6.5	SUSHI ESPECIAL
1320	3	1	0.29	KG	19.89	68.6	BUFFET
1321	1	1	0.2	KG	13.72	68.6	BUFFET
1322	1	1	1.434	KG	98.37	68.6	BUFFET
1322	2	1	3	UN	13.5	4.5	REFRIGERANTE
1322	3	1	3	UN	13.5	4.5	REFRIGERANTE
1323	1	1	3	UN	10.5	3.5	AGUA
1323	2	1	1.066	KG	73.12	68.6	BUFFET
1323	3	1	3	UN	13.5	4.5	SUCO
1324	1	1	1	UN	6.5	6.5	SUSHI ESPECIAL
1324	2	1	0.444	KG	30.45	68.6	BUFFET
1325	1	1	3	UN	10.5	3.5	AGUA
1325	2	1	0.648	KG	44.45	68.6	BUFFET
1325	3	1	3	UN	13.5	4.5	REFRIGERANTE
1326	1	1	3	UN	10.5	3.5	AGUA
1326	2	1	0.39	KG	26.75	68.6	BUFFET
1327	1	1	3	UN	10.5	3.5	AGUA
1327	2	1	0.348	KG	23.87	68.6	BUFFET
1328	1	1	1	UN	4.5	4.5	LIMONADA
1328	2	1	3	UN	10.5	3.5	AGUA
1328	3	1	1.014	KG	69.56	68.6	BUFFET
1329	1	1	1.194	KG	81.9	68.6	BUFFET
1329	2	1	3	UN	13.5	4.5	REFRIGERANTE
1330	1	1	3	UN	14.7	4.9	SUCO
1330	2	1	1	UN	12.5	12.5	WHISKY
1330	3	1	1.076	KG	73.81	68.6	BUFFET
1331	1	1	3	UN	10.5	3.5	AGUA
1331	2	1	1	UN	9.8	9.8	SUSHI ESPECIAL
1331	3	1	1.39	KG	95.35	68.6	BUFFET
1332	1	1	2	UN	9	4.5	LIMONADA
1332	2	1	1	UN	12	12	SOBREMESA
1332	3	1	0.95	KG	65.17	68.6	BUFFET
1333	1	1	0.444	KG	30.45	68.6	BUFFET
1334	1	1	0.994	KG	68.18	68.6	BUFFET
1335	1	1	2	UN	2	1	CHA
1335	2	1	0.988	KG	67.77	68.6	BUFFET
1336	1	1	1	UN	14.4	14.4	TEMAKI
1336	2	1	3	UN	10.5	3.5	AGUA
1336	3	1	0.478	KG	32.79	68.6	BUFFET
1337	1	1	3	UN	10.5	3.5	AGUA
1337	2	1	0.418	KG	28.67	68.6	BUFFET
1338	1	1	1.136	KG	77.92	68.6	BUFFET
1339	1	1	6	UN	21	3.5	AGUA
1339	2	1	1.14	KG	78.2	68.6	BUFFET
1339	3	1	3	UN	13.5	4.5	REFRIGERANTE
1340	1	1	0.858	KG	58.85	68.6	BUFFET
1340	2	1	3	UN	13.5	4.5	REFRIGERANTE
1341	1	1	0.954	KG	65.44	68.6	BUFFET
1341	2	1	6	UN	27	4.5	REFRIGERANTE
1342	1	1	3	UN	10.5	3.5	AGUA
1342	2	1	0.63	KG	43.21	68.6	BUFFET
1343	1	1	0.51	KG	34.98	68.6	BUFFET
1344	1	1	3	UN	10.5	3.5	AGUA
1344	2	1	0.354	KG	24.28	68.6	BUFFET
1345	1	1	0.602	KG	41.29	68.6	BUFFET
1346	1	1	6	UN	21	3.5	AGUA
1346	2	1	2.37	KG	162.58	68.6	BUFFET
1346	3	1	3	UN	13.5	4.5	REFRIGERANTE
1346	4	1	1	UN	4.5	4.5	CERVEJA
1347	1	1	0.8	KG	54.88	68.6	BUFFET
1347	2	1	3	UN	13.5	4.5	REFRIGERANTE
1347	3	1	3	UN	13.5	4.5	SUCO
1348	1	1	1	UN	15	15	SAKE
1348	2	1	1.568	KG	107.56	68.6	BUFFET
1349	1	1	3	UN	13.5	4.5	SUCO
1349	2	1	1.018	KG	69.83	68.6	BUFFET
1349	3	1	1	UN	6.5	6.5	CERVEJA LATA
1350	1	1	1.7	KG	116.69	68.6	BUFFET
1350	2	1	6	UN	27	4.5	REFRIGERANTE
1350	3	1	3	UN	13.5	4.5	SUCO
1351	1	1	0.598	KG	41.02	68.6	BUFFET
1352	1	1	1	UN	6	6	CERVEJA
1352	2	1	1	UN	15	15	CAIPIROSKA
1352	3	1	1.146	KG	78.61	68.6	BUFFET
1353	1	1	0.584	KG	40.06	68.6	BUFFET
1353	2	1	3	UN	13.5	4.5	SUCO
1354	1	1	0.82	KG	55.97	68.6	BUFFET
1354	2	1	6	UN	27	4.5	REFRIGERANTE
1355	1	1	1	UN	12	12	CAIPIRINHA
1355	2	1	1	UN	7	7	BACARDI
1355	3	1	0.918	KG	62.97	68.6	BUFFET
1355	4	1	3	UN	13.5	4.5	REFRIGERANTE
1356	1	1	0.262	KG	17.97	68.6	BUFFET
1357	1	1	1.156	KG	79.3	68.6	BUFFET
1358	1	1	0.538	KG	36.9	68.6	BUFFET
1358	2	1	3	UN	13.5	4.5	REFRIGERANTE
1359	1	1	1	UN	4.5	4.5	LIMONADA
1359	2	1	1.558	KG	106.87	68.6	BUFFET
1359	3	1	3	UN	13.5	4.5	REFRIGERANTE
1360	1	1	0.87	KG	59.68	68.6	BUFFET
1360	2	1	1	UN	4.5	4.5	CERVEJA
1361	1	1	1	UN	1	1	CHA
1361	2	1	1	UN	9.8	9.8	CERVEJA LATA
1361	3	1	0.474	KG	32.51	68.6	BUFFET
1362	1	1	3	UN	10.5	3.5	AGUA
1362	2	1	0.726	KG	49.8	68.6	BUFFET
1363	1	1	3	UN	10.5	3.5	AGUA
1363	2	1	0.932	KG	63.93	68.6	BUFFET
1364	1	1	1	UN	6	6	CERVEJA LATA
1364	2	1	1	UN	16	16	SAKE
1364	3	1	1.02	KG	69.97	68.6	BUFFET
1365	1	1	1	UN	14.4	14.4	TEMAKI
1365	2	1	3	UN	10.5	3.5	AGUA
1365	3	1	1.248	KG	85.61	68.6	BUFFET
1365	4	1	3	UN	13.5	4.5	REFRIGERANTE
1365	5	1	3	UN	13.5	4.5	REFRIGERANTE
1365	6	1	1	UN	3.2	3.2	DOCINHOS
1366	1	1	1	UN	48	48	YAKISSOBA
1366	2	1	1	UN	5	5	CERVEJA
1366	3	1	1	UN	16	16	SAKE
1366	4	1	0.814	KG	55.84	68.6	BUFFET
1366	5	1	1	UN	4.5	4.5	CERVEJA
1367	1	1	1.102	KG	75.59	68.6	BUFFET
1367	2	1	3	UN	13.5	4.5	SUCO
1368	1	1	1	UN	15	15	CAIPIROSKA
1368	2	1	0.694	KG	47.6	68.6	BUFFET
1368	3	1	3	UN	13.5	4.5	REFRIGERANTE
1369	1	1	1	UN	15	15	URAMAKI
1369	2	1	0.32	KG	21.95	68.6	BUFFET
1370	1	1	1	UN	6	6	CERVEJA LATA
1370	2	1	0.548	KG	37.59	68.6	BUFFET
1371	1	1	4	UN	83.6	20.9	SAKE
1371	2	1	0.494	KG	33.88	68.6	BUFFET
1372	1	1	3	UN	10.5	3.5	AGUA
1372	2	1	1	UN	18	18	CAIPIROSKA
1372	3	1	2.216	KG	152.01	68.6	BUFFET
1372	4	1	3	UN	13.5	4.5	REFRIGERANTE
1372	5	1	3	UN	13.5	4.5	REFRIGERANTE
1372	6	1	3	UN	13.5	4.5	REFRIGERANTE
1373	1	1	6	UN	21	3.5	AGUA
1373	2	1	0.914	KG	62.7	68.6	BUFFET
1374	1	1	3	UN	10.5	3.5	AGUA
1374	2	1	0.762	KG	52.27	68.6	BUFFET
1375	1	1	3	UN	10.5	3.5	AGUA
1375	2	1	0.63	KG	43.21	68.6	BUFFET
1375	3	1	3	UN	13.5	4.5	REFRIGERANTE
1376	1	1	1	UN	18	18	SUSHI ESPECIAL
1376	2	1	1.75	KG	120.05	68.6	BUFFET
1376	3	1	9	UN	40.5	4.5	REFRIGERANTE
1376	4	1	6	UN	27	4.5	REFRIGERANTE
1377	1	1	0.54	KG	37.04	68.6	BUFFET
1377	2	1	3	UN	13.5	4.5	REFRIGERANTE
1378	1	1	9	UN	31.5	3.5	AGUA
1378	2	1	1.034	KG	70.93	68.6	BUFFET
1378	3	1	3	UN	13.5	4.5	REFRIGERANTE
1379	1	1	0.728	KG	49.94	68.6	BUFFET
1379	2	1	3	UN	13.5	4.5	REFRIGERANTE
1379	3	1	1	UN	4.5	4.5	CERVEJA
1379	4	1	2	UN	6.4	3.2	DOCINHOS
1380	1	1	0.922	KG	63.24	68.6	BUFFET
1380	2	1	3	UN	13.5	4.5	SUCO
1381	1	1	0.47	KG	32.24	68.6	BUFFET
1382	1	1	0.48	KG	32.92	68.6	BUFFET
1382	2	1	3	UN	13.5	4.5	REFRIGERANTE
1383	1	1	1.17	KG	80.26	68.6	BUFFET
1383	2	1	3	UN	13.5	4.5	REFRIGERANTE
1383	3	1	1	UN	12.8	12.8	CERVEJA
1384	1	1	0.262	KG	17.97	68.6	BUFFET
1384	2	1	3	UN	13.5	4.5	REFRIGERANTE
1385	1	1	2	UN	13	6.5	SUSHI ESPECIAL
1385	2	1	0.57	KG	39.1	68.6	BUFFET
1386	1	1	1	UN	16	16	SAKE
1386	2	1	1	UN	15	15	CAIPIROSKA
1386	3	1	1.23	KG	84.37	68.6	BUFFET
1386	4	1	3	UN	13.5	4.5	REFRIGERANTE
1387	1	1	3	UN	13.5	4.5	SUCO
1387	2	1	0.728	KG	49.94	68.6	BUFFET
1387	3	1	3	UN	13.5	4.5	REFRIGERANTE
1388	1	1	0.498	KG	34.16	68.6	BUFFET
1388	2	1	3	UN	13.5	4.5	REFRIGERANTE
1388	3	1	3	UN	13.5	4.5	REFRIGERANTE
1388	4	1	2	UN	6.4	3.2	DOCINHOS
1389	1	1	0.568	KG	38.96	68.6	BUFFET
1389	2	1	3	UN	13.5	4.5	REFRIGERANTE
1389	3	1	2	UN	6.4	3.2	DOCINHOS
1390	1	1	1.38	KG	94.66	68.6	BUFFET
1390	2	1	1	UN	4.5	4.5	CERVEJA
1390	3	1	1	UN	12.8	12.8	SOBREMESA
1391	1	1	1	UN	1	1	CHA
1391	2	1	1	UN	6.5	6.5	SUSHI ESPECIAL
1391	3	1	1.222	KG	83.82	68.6	BUFFET
1391	4	1	3	UN	13.5	4.5	REFRIGERANTE
1392	1	1	1	UN	3.5	3.5	AGUA
1392	2	1	0.27	KG	18.52	68.6	BUFFET
1393	1	1	1	UN	4.5	4.5	SUCO
1393	2	1	0.348	KG	23.87	68.6	BUFFET
1394	1	1	0.438	KG	30.04	68.6	BUFFET
1395	1	1	0.688	KG	47.19	68.6	BUFFET
1396	1	1	0.604	KG	41.43	68.6	BUFFET
1396	2	1	1	UN	4.5	4.5	REFRIGERANTE
1397	1	1	1	UN	3.5	3.5	AGUA
1397	2	1	0.954	KG	65.44	68.6	BUFFET
1398	1	1	0.424	KG	29.08	68.6	BUFFET
1399	1	1	0.498	KG	34.16	68.6	BUFFET
1399	2	1	1	UN	4.5	4.5	REFRIGERANTE
1400	1	1	0.29	KG	19.89	68.6	BUFFET
1400	2	1	1	UN	4.5	4.5	REFRIGERANTE
1401	1	1	0.86	KG	58.99	68.6	BUFFET
1401	2	1	1	UN	4.5	4.5	REFRIGERANTE
1402	1	1	0.476	KG	32.65	68.6	BUFFET
1402	2	1	1	UN	4.5	4.5	REFRIGERANTE
1403	1	1	0.456	KG	31.28	68.6	BUFFET
1404	1	1	0.612	KG	41.98	68.6	BUFFET
1404	2	1	1	UN	4.5	4.5	REFRIGERANTE
1405	1	1	0.746	KG	51.17	68.6	BUFFET
1405	2	1	1	UN	4.5	4.5	CERVEJA
1406	1	1	0.386	KG	26.47	68.6	BUFFET
1407	1	1	0.314	KG	21.54	68.6	BUFFET
1408	1	1	0.334	KG	22.91	68.6	BUFFET
1409	1	1	2	UN	7	3.5	AGUA
1409	2	1	0.692	KG	47.47	68.6	BUFFET
1410	1	1	0.516	KG	35.39	68.6	BUFFET
1410	2	1	1	UN	4.5	4.5	REFRIGERANTE
1411	1	1	1.402	KG	96.17	68.6	BUFFET
1411	2	1	1	UN	4.5	4.5	REFRIGERANTE
1411	3	1	1	UN	4.5	4.5	REFRIGERANTE
1412	1	1	0.424	KG	29.08	68.6	BUFFET
1413	1	1	1	UN	4.5	4.5	SUCO
1413	2	1	1	UN	4.9	4.9	SUCO
1413	3	1	1	UN	5.5	5.5	REFRIGERANTE
1413	4	1	1.05	KG	72.03	68.6	BUFFET
1414	1	1	1	UN	12	12	SOBREMESA
1414	2	1	1	UN	12	12	SOBREMESA
1414	3	1	0.866	KG	59.4	68.6	BUFFET
1414	4	1	1	UN	4.5	4.5	REFRIGERANTE
1414	5	1	1	UN	4.5	4.5	REFRIGERANTE
1415	1	1	0.822	KG	56.38	68.6	BUFFET
1415	2	1	1	UN	4.5	4.5	REFRIGERANTE
1415	3	1	1	UN	4.5	4.5	REFRIGERANTE
1416	1	1	1	UN	3.5	3.5	AGUA
1416	2	1	0.93	KG	63.79	68.6	BUFFET
1417	1	1	0.856	KG	58.72	68.6	BUFFET
1417	2	1	1	UN	4.5	4.5	CERVEJA
1418	1	1	1	UN	4.9	4.9	SUCO
1418	2	1	0.414	KG	28.4	68.6	BUFFET
1419	1	1	1	UN	3.5	3.5	AGUA
1419	2	1	0.444	KG	30.45	68.6	BUFFET
1420	1	1	0.95	KG	65.24	68.6	BUFFET
1420	2	1	2	UN	9	4.5	REFRIGERANTE
1421	1	1	0.394	KG	27.02	68.6	BUFFET
1421	2	1	1	UN	4.5	4.5	REFRIGERANTE
1422	1	1	1	UN	3.5	3.5	AGUA
1422	2	1	0.298	KG	20.44	68.6	BUFFET
1423	1	1	0.446	KG	30.59	68.6	BUFFET
1423	2	1	1	UN	4.5	4.5	REFRIGERANTE
1424	1	1	1	UN	4.5	4.5	SUCO
1424	2	1	0.71	KG	48.97	68.6	BUFFET
1425	1	1	1	UN	4.5	4.5	SUCO
1425	2	1	0.326	KG	22.36	68.6	BUFFET
1426	1	1	1	UN	4.5	4.5	SUCO
1426	2	1	0.55	KG	37.46	68.6	BUFFET
1427	1	1	0.896	KG	61.46	68.6	BUFFET
1427	2	1	1	UN	4.5	4.5	REFRIGERANTE
1427	3	1	1	UN	4.5	4.5	CERVEJA
1428	1	1	0.448	KG	30.73	68.6	BUFFET
1428	2	1	1	UN	4.5	4.5	REFRIGERANTE
1429	1	1	0.414	KG	28.4	68.6	BUFFET
1429	2	1	1	UN	4.5	4.5	REFRIGERANTE
1430	1	1	0.646	KG	44.31	68.6	BUFFET
1430	2	1	1	UN	4.5	4.5	REFRIGERANTE
1431	1	1	1	UN	1	1	CHA
1431	2	1	0.384	KG	26.34	68.6	BUFFET
1432	1	1	0.812	KG	55.7	68.6	BUFFET
1432	2	1	1	UN	4.5	4.5	REFRIGERANTE
1432	3	1	2	UN	6.4	3.2	DOCINHOS
1433	1	1	1.15	KG	78.89	68.6	BUFFET
1433	2	1	2	UN	9	4.5	REFRIGERANTE
1434	1	1	0.43	KG	29.49	68.6	BUFFET
1435	1	1	0.338	KG	23.18	68.6	BUFFET
1436	1	1	0.366	KG	25.1	68.6	BUFFET
1436	2	1	1	UN	4.5	4.5	CERVEJA
1437	1	1	0.186	KG	12.75	68.6	BUFFET
1437	2	1	1	UN	8.2	8.2	BULE CHA
1438	1	1	0.38	KG	26.06	68.6	BUFFET
1439	1	1	0.43	KG	29.49	68.6	BUFFET
1439	2	1	1	UN	4.5	4.5	REFRIGERANTE
1440	1	1	1	UN	3.5	3.5	AGUA
1440	2	1	2	UN	2	1	CHA
1440	3	1	1.591	KG	109.14	68.6	BUFFET
1440	4	1	1	UN	4.5	4.5	REFRIGERANTE
